Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
4806-HIPDW,Female,64,Yes,0,Calimesa,92320,33.982787,-117.057627,1,1,Offer E,Yes,21.65,No,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.95,68.95,0.0,0,21.65,90.6,Churned,Dissatisfaction,Limited range of services
4806-KEXQR,Male,27,No,0,Lockeford,95237,38.166791,-121.14207,0,4,Offer E,Yes,43.06,No,Yes,Fiber Optic,46.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9,324.3,0.0,0,172.24,496.54,Churned,Competitor,Competitor had better devices
4816-JBHOV,Male,72,No,0,Los Angeles,90044,33.952714,-118.292061,0,2,Offer E,Yes,41.43,No,Yes,Cable,20.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.7,93.7,0.0,0,82.86,176.56,Churned,Competitor,Competitor offered more data
4816-LXZYW,Female,51,No,0,Long Beach,90810,33.819814,-118.222416,0,23,Offer D,Yes,33.44,Yes,Yes,Fiber Optic,11.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-7.0,1676.95,0.0,0,769.12,2446.07,Churned,Competitor,Competitor had better devices
4817-QRJSX,Female,46,No,0,Clovis,93612,36.814539,-119.711868,0,10,Offer D,Yes,49.5,Yes,Yes,Fiber Optic,19.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,81.0,818.05,0.0,0,495.0,1313.05,Churned,Attitude,Attitude of support person
4817-VYYWS,Female,21,No,0,Silverado,92676,33.782346,-117.635263,0,30,Offer C,Yes,11.73,Yes,Yes,Fiber Optic,82.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.2,2983.8,0.0,0,351.9,3335.7,Churned,Dissatisfaction,Service dissatisfaction
4818-DRBQT,Male,29,Yes,0,Farmersville,93223,36.29878,-119.201028,1,29,Offer C,Yes,26.03,Yes,Yes,Fiber Optic,47.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,2265.25,0.0,0,754.87,3020.12,Churned,Attitude,Attitude of support person
4822-RVYBB,Male,75,No,0,Berkeley,94704,37.871416,-122.246597,0,8,Offer E,Yes,40.45,Yes,Yes,Fiber Optic,29.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6,819.4,0.0,0,323.6,1143.0,Churned,Attitude,Attitude of support person
4822-YCXMX,Male,64,No,0,Fresno,93705,36.78724,-119.827813,0,25,Offer C,Yes,8.31,Yes,Yes,Fiber Optic,22.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,2043.45,0.0,0,207.75,2251.2,Churned,Price,Extra data charges
4844-JJWUY,Female,65,No,0,San Francisco,94121,37.776718,-122.495781,0,1,Offer E,Yes,28.82,No,Yes,Fiber Optic,22.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.0,86.0,0.0,0,28.82,114.82,Churned,Competitor,Competitor made better offer
4846-WHAFZ,Female,80,Yes,1,Whittier,90602,33.972119,-118.020188,1,37,Offer C,Yes,6.33,Yes,Yes,Fiber Optic,14.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.5,2868.15,0.0,0,234.21,3102.36,Churned,Price,Extra data charges
4847-QNOKA,Female,30,No,0,Modesto,95355,37.672906,-120.946594,0,1,Offer E,Yes,41.78,No,Yes,DSL,59.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.9,44.9,0.0,0,41.78,86.68,Churned,Dissatisfaction,Lack of self-service on Website
4853-RULSV,Male,25,No,0,Miramonte,93641,36.696759,-119.024051,0,70,Offer A,Yes,12.19,Yes,Yes,Fiber Optic,42.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.0,7250.15,0.0,0,853.3,8103.45,Churned,Attitude,Attitude of service provider
4855-SNKMY,Female,31,No,0,Los Angeles,90024,34.066303,-118.435479,0,1,Offer E,Yes,4.41,No,Yes,DSL,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.1,44.1,0.0,0,4.41,48.51,Churned,Competitor,Competitor made better offer
4913-EHYUI,Male,80,Yes,0,Alpaugh,93201,35.869626,-119.498771,0,56,Offer B,Yes,48.8,Yes,Yes,Fiber Optic,12.0,Yes,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.55,5794.65,0.0,0,2732.8,8527.45,Churned,Competitor,Competitor offered higher download speeds
4919-IKATY,Male,64,Yes,0,San Diego,92126,32.886925,-117.152162,3,5,Offer E,Yes,36.88,Yes,Yes,Fiber Optic,8.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,453.75,0.0,0,184.4,638.15,Churned,Competitor,Competitor made better offer
4919-MOAVT,Male,53,No,0,Pasadena,91103,34.167465,-118.165327,0,3,Offer E,Yes,39.38,No,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.65,220.1,0.0,0,118.14,338.24,Churned,Competitor,Competitor offered higher download speeds
4925-LMHOK,Male,29,No,0,Stockton,95212,38.049457,-121.21653,0,15,Offer D,Yes,14.79,Yes,Yes,DSL,59.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,58.6,939.7,0.0,0,221.85,1161.55,Churned,Dissatisfaction,Service dissatisfaction
4958-XCBDQ,Male,68,No,0,Victorville,92394,34.567058,-117.362329,0,35,Offer C,Yes,39.69,Yes,Yes,Fiber Optic,25.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.4,3496.3,0.0,0,1389.15,4885.45,Churned,Competitor,Competitor offered more data
4959-JOSRX,Female,41,Yes,0,La Puente,91744,34.031441,-117.936436,3,2,Offer E,Yes,30.19,No,Yes,Cable,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.6,80.55,0.0,0,60.38,140.93,Churned,Price,Lack of affordable download/upload speed
5020-ZSTTY,Female,70,No,0,San Diego,92122,32.85723,-117.209774,0,54,Offer B,Yes,12.08,Yes,Yes,DSL,5.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,82.45,4350.1,0.0,0,652.32,5002.42,Churned,Competitor,Competitor made better offer
5027-QPKTE,Male,39,Yes,0,Modesto,95350,37.671806,-121.007575,1,7,Offer E,Yes,14.75,No,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.35,451.1,0.0,10,103.25,564.35,Churned,Competitor,Competitor had better devices
5047-LHVLY,Male,68,No,0,San Diego,92121,32.898613,-117.202937,0,1,Offer E,Yes,39.78,No,Yes,Cable,12.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,-9.0,50.15,0.0,0,39.78,89.93,Churned,Competitor,Competitor made better offer
5052-PNLOS,Male,50,No,0,Echo Lake,95721,38.851842,-120.076204,0,3,Offer E,Yes,13.83,Yes,Yes,Fiber Optic,14.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,323.25,0.0,0,41.49,364.74,Churned,Dissatisfaction,Poor expertise of online support
5089-IFSDP,Female,39,Yes,0,Huntington Beach,92647,33.723579,-118.005441,1,58,Offer B,Yes,27.99,Yes,Yes,Fiber Optic,24.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.45,6144.55,0.0,0,1623.42,7767.97,Churned,Dissatisfaction,Product dissatisfaction
5099-BAILX,Male,77,Yes,0,Santa Barbara,93101,34.419203,-119.710008,1,43,Offer B,Yes,14.52,Yes,Yes,Fiber Optic,5.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,110.75,4687.9,0.0,0,624.36,5312.26,Churned,Competitor,Competitor made better offer
5103-MHMHY,Female,49,No,1,Los Osos,93402,35.279984,-120.824288,0,1,Offer E,Yes,46.17,No,Yes,Cable,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,45.95,45.95,0.0,0,46.17,92.12,Churned,Competitor,Competitor had better devices
5130-IEKQT,Male,73,No,0,San Francisco,94109,37.794487,-122.42227,0,25,Offer C,Yes,46.34,Yes,Yes,Fiber Optic,22.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,105.95,2655.25,0.0,0,1158.5,3813.75,Churned,Price,Price too high
5136-KCKGI,Female,22,Yes,0,Templeton,93465,35.536115,-120.739231,1,33,Offer C,Yes,41.61,Yes,Yes,Fiber Optic,73.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,103.7,3467.0,0.0,0,1373.13,4840.13,Churned,Competitor,Competitor had better devices
5138-WVKYJ,Male,51,No,0,San Diego,92129,32.961064,-117.134917,0,10,Offer D,Yes,27.57,Yes,Yes,Fiber Optic,13.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.55,1008.55,0.0,0,275.7,1284.25,Churned,Competitor,Competitor made better offer
5159-YFPKQ,Female,37,No,0,Moreno Valley,92551,33.88274,-117.224878,0,2,Offer E,Yes,24.31,No,Yes,Fiber Optic,16.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.8,160.75,0.0,0,48.62,209.37,Churned,Competitor,Competitor had better devices
5167-ZFFMM,Male,64,No,0,San Diego,92122,32.85723,-117.209774,0,1,Offer E,Yes,8.56,Yes,Yes,Fiber Optic,24.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.85,90.85,0.0,0,8.56,99.41,Churned,Competitor,Competitor made better offer
5196-SGOAK,Female,39,No,0,Caliente,93518,35.358953,-118.527064,0,1,Offer E,Yes,9.05,No,Yes,Fiber Optic,21.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.7,75.7,0.0,0,9.05,84.75,Churned,Attitude,Attitude of support person
5208-HFSBT,Female,47,No,0,Challenge,95925,39.461768,-121.195825,0,2,Offer E,Yes,42.55,No,Yes,DSL,30.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.05,102.75,0.0,0,85.1,187.85,Churned,Competitor,Competitor had better devices
5229-PRWKT,Male,47,No,0,Lompoc,93437,34.757477,-120.550507,0,8,Offer E,Yes,24.76,Yes,Yes,Fiber Optic,2.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.55,649.65,0.0,0,198.08,847.73,Churned,Attitude,Attitude of service provider
5271-YNWVR,Male,48,Yes,0,Santa Paula,93060,34.402343,-119.094824,1,68,Offer A,Yes,23.67,Yes,Yes,Fiber Optic,22.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.15,7856.0,0.0,0,1609.56,9465.56,Churned,Price,Extra data charges
5276-KQWHG,Female,74,No,0,Woody,93287,35.710244,-118.881679,0,2,Offer E,Yes,15.32,No,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,131.65,0.0,0,30.64,162.29,Churned,Price,Extra data charges
5277-ZLOOR,Female,78,No,0,Applegate,95703,38.983388,-120.988814,0,2,Offer E,Yes,5.49,Yes,Yes,Fiber Optic,25.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.55,187.45,0.0,0,10.98,198.43,Churned,Dissatisfaction,Network reliability
5281-BUZGT,Male,69,No,0,Weaverville,96093,40.759401,-122.939337,0,36,Offer C,Yes,23.33,Yes,Yes,Fiber Optic,23.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.85,3186.7,0.0,0,839.88,4026.58,Churned,Competitor,Competitor made better offer
5299-SJCZT,Male,57,No,0,Ladera Ranch,92694,33.569186,-117.640055,0,3,Offer E,Yes,21.86,Yes,Yes,Fiber Optic,6.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.55,298.35,0.0,0,65.58,363.93,Churned,Dissatisfaction,Network reliability
5301-GAUUY,Male,31,No,0,Newport Beach,92661,33.601309,-117.902304,0,32,Offer C,Yes,1.49,Yes,Yes,Fiber Optic,21.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,2596.15,0.0,0,47.68,2643.83,Churned,Competitor,Competitor had better devices
5307-DZCVC,Female,78,Yes,0,Sacramento,95835,38.685069,-121.543709,0,32,Offer C,Yes,48.95,Yes,Yes,Fiber Optic,9.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.95,2628.6,0.0,0,1566.4,4195.0,Churned,Price,Extra data charges
5366-IJEQJ,Male,20,No,0,San Diego,92109,32.787836,-117.232376,0,20,Offer D,Yes,5.54,Yes,Yes,Fiber Optic,59.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.7,1761.45,0.0,0,110.8,1872.25,Churned,Other,Don't know
5380-WJKOV,Male,51,No,1,Los Angeles,90041,34.137412,-118.207607,0,34,Offer C,Yes,21.69,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.35,3549.25,0.0,0,737.46,4286.71,Churned,Competitor,Competitor offered higher download speeds
5440-FLBQG,Male,69,Yes,0,Santa Barbara,93110,34.437945,-119.77191,1,69,Offer A,Yes,48.88,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.4,7318.2,0.0,0,3372.72,10690.92,Churned,Attitude,Attitude of service provider
5442-XSDCW,Male,61,Yes,0,San Diego,92130,32.957195,-117.202542,1,11,Offer D,Yes,13.33,No,Yes,Fiber Optic,19.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.5,868.5,0.0,50,146.63,1065.13,Churned,Competitor,Competitor made better offer
5445-PZWGX,Male,63,No,0,Travis Afb,94535,38.265899,-121.939461,0,62,Offer B,Yes,8.08,Yes,Yes,Fiber Optic,21.0,Yes,Yes,No,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,102.0,6529.25,0.0,110,500.96,7140.21,Churned,Price,Price too high
5449-FIBXJ,Male,34,Yes,0,San Jose,95127,37.375156,-121.795867,1,19,Offer D,Yes,28.04,Yes,Yes,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,103.3,2012.7,0.0,0,532.76,2545.46,Churned,Price,Lack of affordable download/upload speed
5458-CQJTA,Male,56,Yes,0,Smith River,95567,41.950683,-124.097094,1,65,Offer B,Yes,40.47,No,Yes,DSL,30.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.8,4820.15,0.0,0,2630.55,7450.7,Churned,Dissatisfaction,Product dissatisfaction
5493-SDRDQ,Male,19,No,0,Angels Camp,95222,38.071327,-120.632221,0,2,Offer E,Yes,5.33,No,Yes,Cable,52.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.1,113.35,0.0,0,10.66,124.01,Churned,Competitor,Competitor made better offer
5494-HECPR,Female,34,No,0,Mi Wuk Village,95346,38.121601,-120.133915,0,1,Offer E,Yes,32.92,No,Yes,Fiber Optic,3.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,80.25,0.0,0,32.92,113.17,Churned,Other,Moved
5519-YLDGW,Female,57,Yes,0,Los Angeles,90071,34.052917,-118.255178,1,21,Offer D,Yes,1.21,Yes,Yes,Fiber Optic,16.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.9,2254.2,0.0,0,25.41,2279.61,Churned,Dissatisfaction,Limited range of services
5536-RTPWK,Male,54,Yes,0,Sausalito,94965,37.848641,-122.515692,1,49,Offer B,Yes,20.48,Yes,Yes,Fiber Optic,22.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,4853.75,14.24,0,1003.52,5843.03,Churned,Competitor,Competitor offered higher download speeds
5561-NWEVX,Female,78,Yes,0,Hermosa Beach,90254,33.86532,-118.396336,1,2,Offer E,Yes,17.73,Yes,Yes,Fiber Optic,18.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.2,172.85,0.0,0,35.46,208.31,Churned,Price,Price too high
5564-NEMQO,Female,80,No,0,Thermal,92274,33.53604,-116.119222,0,1,Offer E,Yes,35.09,No,Yes,Fiber Optic,17.0,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.3,75.3,0.0,20,35.09,130.39,Churned,Dissatisfaction,Network reliability
5567-WSELE,Male,70,Yes,0,Richmond,94801,37.945288,-122.383941,1,3,Offer E,Yes,32.31,Yes,Yes,Fiber Optic,27.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,279.55,0.0,0,96.93,376.48,Churned,Competitor,Competitor had better devices
5569-KGJHX,Female,63,Yes,0,Canoga Park,91303,34.19829,-118.602203,1,9,Offer E,Yes,14.21,Yes,Yes,Fiber Optic,5.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.35,754.65,0.0,50,127.89,932.54,Churned,Dissatisfaction,Service dissatisfaction
5569-OUICF,Female,67,Yes,0,San Diego,92109,32.787836,-117.232376,1,28,Offer C,Yes,16.43,Yes,Yes,Fiber Optic,20.0,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,101.3,2812.2,0.0,0,460.04,3272.24,Churned,Competitor,Competitor made better offer
5583-SXDAG,Male,41,Yes,0,Alhambra,91803,34.074736,-118.145959,1,1,Offer E,Yes,19.15,No,Yes,Fiber Optic,18.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,70.0,70.0,0.0,10,19.15,99.15,Churned,Other,Don't know
5597-GLBUC,Female,48,No,0,Squaw Valley,93675,36.719141,-119.202677,0,1,Offer E,Yes,22.97,No,Yes,Fiber Optic,23.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.45,85.45,0.0,0,22.97,108.42,Churned,Price,Lack of affordable download/upload speed
5649-ANRML,Male,76,No,0,Clipper Mills,95930,39.562239,-121.14836,0,2,Offer E,Yes,12.96,No,Yes,Fiber Optic,20.0,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,95.1,180.25,0.0,0,25.92,206.17,Churned,Dissatisfaction,Poor expertise of online support
5655-JSMZM,Male,66,No,0,Coalinga,93210,36.186867,-120.387793,0,49,Offer B,Yes,32.36,Yes,Yes,Fiber Optic,2.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.2,4718.25,0.0,0,1585.64,6303.89,Churned,Attitude,Attitude of support person
5673-FSSMF,Female,19,No,0,Delhi,95315,37.422961,-120.765493,0,1,Offer E,Yes,33.48,Yes,Yes,Cable,59.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,60.15,60.15,0.0,20,33.48,113.63,Churned,Attitude,Attitude of support person
5707-ORNDZ,Male,79,No,0,Yuba City,95993,39.075694,-121.70606,0,9,Offer E,Yes,2.45,Yes,Yes,DSL,7.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.55,494.05,0.0,0,22.05,516.1,Churned,Dissatisfaction,Network reliability
5712-PTIWW,Male,46,No,0,Mcarthur,96056,41.10831,-121.360362,0,2,Offer E,Yes,16.14,No,Yes,Fiber Optic,2.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.85,152.45,0.0,0,32.28,184.73,Churned,Dissatisfaction,Service dissatisfaction
5729-KLZAR,Female,22,Yes,0,Sacramento,95817,38.550722,-121.457314,1,4,Offer E,Yes,44.28,No,Yes,Fiber Optic,59.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,80.85,302.75,0.0,40,177.12,519.87,Churned,Competitor,Competitor had better devices
5748-RNCJT,Male,58,No,0,Sacramento,95820,38.53508,-121.444144,0,69,Offer A,Yes,26.88,Yes,Yes,Fiber Optic,11.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.5,7348.8,0.0,0,1854.72,9203.52,Churned,Competitor,Competitor offered higher download speeds
5797-APWZC,Female,41,No,0,San Francisco,94105,37.789168,-122.395009,0,1,Offer E,Yes,31.68,No,Yes,Fiber Optic,22.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.6,90.6,0.0,0,31.68,122.28,Churned,Competitor,Competitor offered higher download speeds
5804-LEPIM,Female,74,No,0,San Diego,92122,32.85723,-117.209774,0,2,Offer E,Yes,13.17,No,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.35,139.05,0.0,0,26.34,165.39,Churned,Other,Don't know
5832-XKAES,Male,56,No,0,Sierraville,96126,39.559709,-120.345639,0,2,Offer E,Yes,37.72,No,Yes,Fiber Optic,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.8,134.7,0.0,0,75.44,210.14,Churned,Other,Don't know
5875-YPQFJ,Male,51,No,0,Fremont,94555,37.555473,-122.080312,0,1,Offer E,Yes,45.66,No,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.9,69.9,0.0,0,45.66,115.56,Churned,Competitor,Competitor offered higher download speeds
5876-HZVZM,Female,55,Yes,3,West Covina,91792,34.024405,-117.898722,1,6,Offer E,Yes,14.51,No,Yes,Cable,20.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,55.9,365.35,0.0,30,87.06,482.41,Churned,Attitude,Attitude of service provider
5883-GTGVD,Male,54,No,0,Biola,93606,36.798882,-120.019511,0,19,Offer D,Yes,2.19,Yes,Yes,Fiber Optic,18.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.95,1931.75,0.0,0,41.61,1973.36,Churned,Competitor,Competitor had better devices
5884-GCYMI,Male,62,No,0,San Diego,92130,32.957195,-117.202542,0,1,Offer E,Yes,38.53,No,Yes,Fiber Optic,20.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,69.4,69.4,0.0,0,38.53,107.93,Churned,Competitor,Competitor made better offer
5889-JTMUL,Female,67,Yes,0,Castaic,91384,34.506627,-118.699048,1,50,Offer B,Yes,31.56,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,95.05,4888.7,0.0,50,1578.0,6516.7,Churned,Price,Price too high
5889-LFOLL,Female,27,No,0,Canby,96015,41.486953,-120.913975,0,13,Offer D,Yes,35.96,Yes,Yes,Fiber Optic,42.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.6,1115.2,0.0,0,467.48,1582.68,Churned,Competitor,Competitor offered more data
5899-MQZZL,Female,25,No,0,San Ysidro,92173,32.555828,-117.040073,0,13,Offer D,Yes,6.03,Yes,Yes,Fiber Optic,48.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,75.0,999.45,0.0,0,78.39,1077.84,Churned,Competitor,Competitor offered higher download speeds
5922-ABDVO,Female,20,Yes,0,Seal Beach,90740,33.75462,-118.071128,1,19,Offer D,Yes,21.71,Yes,Yes,Fiber Optic,47.0,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,89.65,1761.05,0.0,80,412.49,2253.54,Churned,Attitude,Attitude of support person
5940-AHUHD,Male,30,No,0,Pomona,91768,34.067932,-117.785168,0,1,Offer E,Yes,44.59,No,Yes,Fiber Optic,41.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.6,70.6,0.0,0,44.59,115.19,Churned,Attitude,Attitude of support person
5955-ERIHD,Male,53,Yes,0,Lakewood,90712,33.840524,-118.148403,1,18,Offer D,Yes,31.49,Yes,Yes,Fiber Optic,20.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.7,1687.95,0.0,0,566.82,2254.77,Churned,Price,Long distance charges
5956-VKDTT,Female,72,Yes,0,Moreno Valley,92557,33.970661,-117.255039,4,5,Offer E,Yes,45.76,Yes,Yes,Fiber Optic,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,334.8,0.0,0,228.8,563.6,Churned,Dissatisfaction,Product dissatisfaction
5959-BELXA,Male,67,No,0,Yucaipa,92399,34.04597,-117.011825,0,32,Offer C,Yes,25.45,Yes,Yes,Fiber Optic,18.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,96.15,3019.25,0.0,0,814.4,3833.65,Churned,Price,Price too high
5976-JCJRH,Male,36,Yes,0,Danville,94526,37.815459,-121.977203,1,10,Offer D,Yes,31.72,No,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,738.2,0.0,0,317.2,1055.4,Churned,Dissatisfaction,Limited range of services
5981-ITEMU,Male,58,Yes,0,Marshall,94940,38.129308,-122.834815,1,40,Offer B,Yes,16.33,Yes,Yes,Fiber Optic,23.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.1,3706.95,41.85,0,653.2,4318.3,Churned,Competitor,Competitor offered more data
6005-OBZPH,Female,68,No,0,San Diego,92126,32.886925,-117.152162,0,26,Offer C,Yes,9.09,Yes,Yes,Fiber Optic,12.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,2277.65,0.0,0,236.34,2513.99,Churned,Other,Don't know
6022-UGGSO,Female,70,No,0,Citrus Heights,95610,38.69508,-121.271616,0,32,Offer C,Yes,33.22,No,Yes,Fiber Optic,9.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,2276.95,44.31,0,1063.04,3295.68,Churned,Competitor,Competitor had better devices
